Cust_ID,Age,Customer_Segment,Customer_Vintage_Group
CC76082,20,Gold,VG3
CC52582,23,Gold,VG3
CC67511,40,Gold,VG3
CC63405,25,Gold,VG3
CC73642,24,Gold,VG3
CC66100,21,Gold,VG3
CC48244,22,Gold,VG3
CC36651,45,Gold,VG3
CC25425,23,Gold,VG3
CC87989,50,Gold,VG3
CC94742,50,Gold,VG3
CC24169,32,Gold,VG3
CC62990,49,Gold,VG3
CC97550,36,Gold,VG3
CC46960,28,Gold,VG3
CC74125,36,Gold,VG3
CC17069,36,Gold,VG3
CC69799,32,Gold,VG3
CC50354,34,Gold,VG3
CC17005,36,Gold,VG3
CC98596,40,Gold,VG3
CC91292,30,Gold,VG3
CC67055,27,Gold,VG3
CC15397,21,Gold,VG3
CC63968,34,Gold,VG3
CC37368,21,Gold,VG3
CC54617,28,Gold,VG3
CC77730,42,Gold,VG3
CC28582,23,Gold,VG3
CC33589,30,Gold,VG3
CC90401,48,Gold,VG3
CC62361,32,Gold,VG3
CC70991,37,Gold,VG3
CC13485,29,Gold,VG3
CC44411,45,Gold,VG3
CC77848,29,Gold,VG3
CC80100,34,Gold,VG3
CC95620,28,Gold,VG3
CC79707,20,Gold,VG3
CC43330,25,Gold,VG3
CC77309,46,Gold,VG3
CC92538,47,Gold,VG3
CC59716,50,Gold,VG3
CC17003,50,Gold,VG3
CC93137,37,Gold,VG3
CC51444,49,Gold,VG3
CC52258,40,Gold,VG3
CC25491,24,Gold,VG3
CC99747,34,Gold,VG3
CC85364,40,Gold,VG3
CC64958,32,Gold,VG3
CC94465,21,Gold,VG3
CC50515,35,Gold,VG3
CC82059,25,Gold,VG3
CC30711,27,Gold,VG3
CC65080,41,Gold,VG3
CC95533,47,Gold,VG3
CC90435,46,Gold,VG3
CC36352,31,Gold,VG3
CC31779,25,Gold,VG3
CC64794,22,Gold,VG3
CC17496,21,Gold,VG3
CC81498,29,Gold,VG3
CC53543,38,Gold,VG3
CC78862,27,Gold,VG3
CC16994,33,Gold,VG3
CC67765,47,Gold,VG3
CC82106,38,Gold,VG3
CC48782,36,Gold,VG3
CC47974,40,Gold,VG3
CC75722,33,Gold,VG3
CC65455,38,Gold,VG3
CC81252,28,Gold,VG3
CC55162,30,Gold,VG3
CC87177,38,Gold,VG3
CC63337,28,Gold,VG3
CC62856,27,Gold,VG3
CC59820,40,Gold,VG3
CC18454,38,Gold,VG3
CC43405,36,Gold,VG3
CC13442,50,Gold,VG3
CC76515,36,Gold,VG3
CC72117,30,Gold,VG3
CC63718,35,Gold,VG3
CC66304,41,Gold,VG3
CC86435,41,Gold,VG3
CC53824,45,Gold,VG3
CC60095,37,Gold,VG3
CC67397,20,Gold,VG3
CC91688,25,Gold,VG3
CC23484,25,Gold,VG3
CC75284,50,Gold,VG3
CC61339,29,Gold,VG3
CC42495,23,Gold,VG3
CC98239,45,Gold,VG3
CC72992,23,Gold,VG3
CC17109,20,Gold,VG3
CC13763,21,Gold,VG3
CC30839,45,Gold,VG3
CC53387,20,Gold,VG3
CC39894,37,Gold,VG3
CC58907,40,Gold,VG3
CC12757,32,Gold,VG3
CC11563,40,Gold,VG3
CC61838,29,Gold,VG3
CC66648,50,Gold,VG3
CC69887,37,Gold,VG3
CC12076,48,Gold,VG3
CC60842,44,Gold,VG3
CC46165,41,Gold,VG3
CC69183,30,Gold,VG3
CC74676,33,Gold,VG3
CC89522,39,Gold,VG3
CC73233,29,Gold,VG3
CC92677,25,Gold,VG3
CC15018,41,Gold,VG3
CC88056,40,Gold,VG3
CC48256,34,Gold,VG3
CC67324,26,Gold,VG3
CC24505,33,Gold,VG3
CC42404,35,Gold,VG3
CC21134,50,Gold,VG3
CC69577,48,Gold,VG3
CC50816,39,Gold,VG3
CC45894,20,Gold,VG3
CC82207,37,Gold,VG3
CC97721,34,Gold,VG3
CC20264,40,Gold,VG3
CC58796,44,Gold,VG3
CC86394,43,Gold,VG3
CC99783,38,Gold,VG3
CC30446,27,Gold,VG3
CC30492,49,Gold,VG3
CC50627,27,Gold,VG3
CC15657,39,Gold,VG3
CC39240,42,Gold,VG3
CC68010,47,Gold,VG3
CC87753,40,Gold,VG3
CC44859,40,Gold,VG3
CC75162,30,Gold,VG3
CC48887,20,Gold,VG3
CC35874,38,Gold,VG3
CC91818,36,Gold,VG3
CC21152,41,Gold,VG3
CC36699,32,Gold,VG3
CC74406,33,Gold,VG3
CC46148,32,Gold,VG3
CC74864,36,Gold,VG3
CC68575,34,Gold,VG3
CC74945,39,Gold,VG3
CC58517,32,Gold,VG3
CC87000,31,Gold,VG3
CC54738,40,Gold,VG3
CC70843,40,Gold,VG3
CC49392,43,Gold,VG3
CC51349,43,Gold,VG3
CC25979,41,Gold,VG3
CC57529,20,Gold,VG3
CC84044,40,Gold,VG3
CC34207,23,Gold,VG3
CC69818,21,Gold,VG3
CC76554,45,Gold,VG3
CC82179,38,Gold,VG3
CC40672,26,Gold,VG3
CC74081,32,Gold,VG3
CC12569,23,Gold,VG3
CC14775,23,Gold,VG3
CC42636,23,Gold,VG3
CC59061,27,Gold,VG3
CC25055,31,Gold,VG3
CC59570,28,Gold,VG3
CC42066,48,Gold,VG3
CC37034,35,Gold,VG3
CC13982,30,Gold,VG3
CC54391,38,Gold,VG3
CC68290,25,Gold,VG3
CC22520,41,Gold,VG3
CC85737,36,Gold,VG3
CC37555,22,Gold,VG3
CC78106,24,Gold,VG3
CC44666,44,Gold,VG3
CC16769,37,Gold,VG3
CC93244,22,Gold,VG3
CC89256,29,Gold,VG3
CC33848,40,Gold,VG3
CC39256,41,Gold,VG3
CC65668,47,Gold,VG3
CC73929,38,Gold,VG3
CC96061,23,Gold,VG3
CC87271,47,Gold,VG3
CC84897,42,Gold,VG3
CC77278,23,Gold,VG3
CC97117,47,Gold,VG3
CC73546,25,Gold,VG3
CC36444,35,Gold,VG3
CC20488,23,Gold,VG3
CC66397,27,Gold,VG3
CC78930,37,Gold,VG3
CC62644,24,Gold,VG3
CC14135,40,Gold,VG3
CC96094,50,Gold,VG3
CC46922,33,Gold,VG3
CC26866,27,Gold,VG3
CC20600,41,Gold,VG3
CC98906,21,Gold,VG3
CC29920,45,Gold,VG3
CC24906,27,Gold,VG3
CC98065,29,Gold,VG3
CC19598,35,Gold,VG3
CC32667,46,Gold,VG3
CC99031,30,Gold,VG3
CC79632,36,Gold,VG3
CC88708,20,Gold,VG3
CC93412,44,Gold,VG3
CC60531,44,Gold,VG3
CC32862,29,Gold,VG3
CC47564,43,Gold,VG3
CC63648,27,Gold,VG3
CC85181,34,Gold,VG3
CC25731,32,Gold,VG3
CC37485,27,Gold,VG3
CC19983,28,Gold,VG3
CC76285,26,Gold,VG3
CC13267,33,Gold,VG3
CC49044,32,Gold,VG3
CC74275,28,Gold,VG3
CC85396,28,Gold,VG3
CC93841,49,Gold,VG3
CC56239,41,Gold,VG3
CC22050,50,Gold,VG3
CC38614,28,Gold,VG3
CC83415,46,Gold,VG3
CC39362,30,Gold,VG3
CC68029,41,Gold,VG3
CC30271,46,Gold,VG3
CC54591,33,Gold,VG3
CC50789,39,Gold,VG3
CC79553,41,Gold,VG3
CC71423,47,Gold,VG3
CC67668,41,Gold,VG3
CC40434,33,Gold,VG3
CC69490,20,Gold,VG3
CC79427,28,Gold,VG3
CC79969,35,Gold,VG3
CC30992,20,Gold,VG3
CC19604,48,Gold,VG3
CC30677,43,Gold,VG3
CC29323,43,Gold,VG3
CC53465,48,Gold,VG3
CC50546,33,Gold,VG3
CC94749,41,Gold,VG3
CC89881,41,Gold,VG3
CC84801,23,Gold,VG3
CC44975,39,Gold,VG3
CC68197,35,Gold,VG3
CC95294,24,Gold,VG3
CC82597,46,Gold,VG3
CC49028,36,Gold,VG3
CC80079,30,Gold,VG3
CC95075,46,Gold,VG3
CC17411,30,Gold,VG3
CC70499,26,Gold,VG3
CC37222,22,Gold,VG3
CC58333,24,Gold,VG3
CC79744,21,Gold,VG3
CC38825,23,Gold,VG3
CC22271,35,Gold,VG3
CC65968,27,Gold,VG3
CC86092,29,Gold,VG3
CC89758,38,Gold,VG3
CC17441,37,Gold,VG3
CC39959,40,Gold,VG3
CC79703,30,Gold,VG3
CC41147,24,Gold,VG3
CC82744,48,Gold,VG3
CC43515,49,Gold,VG3
CC71656,38,Gold,VG3
CC97420,38,Gold,VG3
CC14911,45,Gold,VG3
CC94041,34,Gold,VG3
CC89176,31,Gold,VG3
CC76310,27,Gold,VG3
CC36046,23,Gold,VG3
CC50857,27,Gold,VG3
CC58253,28,Gold,VG3
CC21268,30,Gold,VG3
CC56675,21,Gold,VG3
CC44821,22,Gold,VG3
CC33248,45,Gold,VG3
CC49839,42,Gold,VG3
CC51327,22,Gold,VG3
CC61506,34,Gold,VG3
CC44363,43,Gold,VG3
CC30068,29,Gold,VG3
CC55707,39,Gold,VG3
CC60409,20,Gold,VG3
CC45937,36,Gold,VG3
CC79833,42,Gold,VG3
CC22047,34,Gold,VG3
CC34784,22,Gold,VG3
CC35211,24,Gold,VG3
CC15224,23,Gold,VG3
CC97465,24,Gold,VG3
CC25887,30,Gold,VG3
CC53772,29,Gold,VG3
CC12328,39,Gold,VG3
CC85028,38,Gold,VG3
CC70348,45,Gold,VG3
CC80537,35,Gold,VG3
CC56117,39,Gold,VG3
CC68382,31,Gold,VG3
CC86644,47,Gold,VG3
CC16778,28,Gold,VG3
CC29286,39,Gold,VG3
CC97882,40,Gold,VG3
CC95331,27,Gold,VG3
CC81558,49,Gold,VG3
CC60697,28,Gold,VG3
CC98741,49,Gold,VG3
CC37292,45,Gold,VG3
CC61658,34,Gold,VG3
CC85365,25,Gold,VG3
CC85514,41,Gold,VG3
CC76150,45,Gold,VG3
CC45011,21,Gold,VG3
CC58859,25,Gold,VG3
CC29921,20,Gold,VG3
CC37197,45,Gold,VG3
CC92738,26,Gold,VG3
CC28918,36,Gold,VG3
CC74471,45,Gold,VG3
CC79514,39,Gold,VG3
CC24187,47,Gold,VG3
CC45682,45,Gold,VG3
CC36038,35,Gold,VG3
CC89690,25,Gold,VG3
CC35225,26,Gold,VG3
CC53329,44,Gold,VG3
CC19998,31,Gold,VG3
CC89626,45,Gold,VG3
CC66002,47,Gold,VG3
CC65706,27,Gold,VG3
CC31397,22,Gold,VG3
CC91389,43,Gold,VG3
CC76680,24,Gold,VG3
CC30513,50,Gold,VG3
CC24235,28,Gold,VG3
CC54237,21,Gold,VG3
CC74472,27,Gold,VG3
CC72916,26,Gold,VG3
CC70345,24,Gold,VG3
CC74738,27,Gold,VG3
CC69576,43,Gold,VG3
CC50312,20,Gold,VG3
CC78048,21,Gold,VG3
CC26369,25,Gold,VG3
CC61332,36,Gold,VG3
CC96690,35,Gold,VG3
CC50434,46,Gold,VG3
CC89982,27,Gold,VG3
CC89533,43,Gold,VG3
CC24595,29,Gold,VG3
CC58643,21,Gold,VG3
CC31956,20,Gold,VG3
CC65775,30,Gold,VG3
CC54231,25,Gold,VG3
CC14378,29,Gold,VG3
CC74973,32,Gold,VG3
CC37531,38,Gold,VG3
CC75947,23,Gold,VG3
CC79742,28,Gold,VG3
CC81095,47,Gold,VG3
CC27837,27,Gold,VG3
CC73637,49,Gold,VG3
CC21341,46,Gold,VG3
CC15606,25,Gold,VG3
CC78934,39,Gold,VG3
CC62752,28,Gold,VG3
CC54582,29,Gold,VG3
CC93225,34,Gold,VG3
CC86548,46,Gold,VG3
CC95305,20,Gold,VG3
CC17766,36,Gold,VG3
CC60408,30,Gold,VG3
CC89505,23,Gold,VG3
CC27905,34,Gold,VG3
CC31062,44,Gold,VG3
CC37443,50,Gold,VG3
CC47283,40,Gold,VG3
CC42826,42,Gold,VG3
CC30635,47,Gold,VG3
CC30907,23,Gold,VG3
CC76749,30,Gold,VG3
CC44640,50,Gold,VG3
CC51953,34,Gold,VG3
CC85272,36,Gold,VG3
CC29766,28,Gold,VG3
CC90840,40,Gold,VG3
CC16739,35,Gold,VG3
CC23168,47,Gold,VG3
CC70411,49,Gold,VG3
CC21296,35,Gold,VG3
CC46457,26,Gold,VG3
CC64018,27,Gold,VG3
CC82745,48,Gold,VG3
CC45190,50,Gold,VG3
CC41737,47,Gold,VG3
CC42687,24,Gold,VG3
CC34574,47,Gold,VG3
CC49782,22,Gold,VG3
CC30244,21,Gold,VG3
CC99575,50,Gold,VG3
CC48730,24,Gold,VG3
CC96570,36,Gold,VG3
CC21968,38,Gold,VG3
CC22555,38,Gold,VG3
CC72942,38,Gold,VG3
CC68522,28,Gold,VG3
CC23553,47,Gold,VG3
CC71707,38,Gold,VG3
CC24731,33,Gold,VG3
CC64410,38,Gold,VG3
CC73368,22,Gold,VG3
CC50606,42,Gold,VG3
CC75139,37,Gold,VG3
CC71673,48,Gold,VG3
CC53518,32,Gold,VG3
CC43466,20,Gold,VG3
CC72038,45,Gold,VG3
CC72381,27,Gold,VG3
CC36162,25,Gold,VG3
CC42255,50,Gold,VG3
CC43511,46,Gold,VG3
CC75787,48,Gold,VG3
CC17664,39,Gold,VG3
CC27250,29,Gold,VG3
CC75165,38,Gold,VG3
CC20827,48,Gold,VG3
CC34250,36,Gold,VG3
CC86540,40,Gold,VG3
CC22540,20,Gold,VG3
CC86963,21,Gold,VG3
CC87440,21,Gold,VG3
CC81050,27,Gold,VG3
CC63094,31,Gold,VG3
CC90246,35,Gold,VG3
CC33451,27,Gold,VG3
CC84203,49,Gold,VG3
CC42498,42,Gold,VG3
CC23046,42,Gold,VG3
CC13432,31,Gold,VG3
CC96275,50,Gold,VG3
CC73398,36,Gold,VG3
CC46323,25,Gold,VG3
CC27999,32,Gold,VG3
CC28847,29,Gold,VG3
CC33646,21,Gold,VG3
CC54601,21,Gold,VG3
CC73644,31,Gold,VG3
CC26635,50,Gold,VG3
CC28550,32,Gold,VG3
CC83461,42,Gold,VG3
CC85408,32,Gold,VG3
CC91205,26,Gold,VG3
CC25990,42,Gold,VG3
CC50445,46,Gold,VG3
CC15368,42,Gold,VG3
CC96813,45,Gold,VG3
CC17463,26,Gold,VG3
CC57697,43,Gold,VG3
CC25529,34,Gold,VG3
CC21822,50,Gold,VG3
CC81203,40,Gold,VG3
CC82870,46,Gold,VG3
CC26202,50,Gold,VG3
CC94497,43,Gold,VG3
CC90586,34,Gold,VG3
CC72358,20,Gold,VG3
CC29591,41,Gold,VG3
CC51486,48,Gold,VG3
CC55108,44,Gold,VG3
CC91167,50,Gold,VG3
CC79474,21,Gold,VG3
CC20059,24,Gold,VG3
CC97928,47,Gold,VG3
CC92502,50,Gold,VG3
CC54560,27,Gold,VG3
CC26636,50,Gold,VG3
CC64297,44,Gold,VG3
CC26082,29,Gold,VG3
CC95021,33,Gold,VG3
CC13757,28,Gold,VG3
CC58777,44,Gold,VG3
CC19120,36,Gold,VG3
CC63476,49,Gold,VG3
CC70201,38,Gold,VG3
CC86159,32,Gold,VG3
CC54653,37,Gold,VG3
CC44094,43,Gold,VG3
CC94769,49,Gold,VG3
CC37064,24,Gold,VG3
CC35315,46,Gold,VG3
CC12618,34,Gold,VG3
CC25957,37,Gold,VG3
CC79869,47,Gold,VG3
CC89658,39,Gold,VG3
CC39398,43,Gold,VG3
CC48971,28,Gold,VG3
CC37090,35,Gold,VG3
CC71658,34,Gold,VG3
CC24630,40,Gold,VG3
CC25633,24,Gold,VG3
CC75737,28,Gold,VG3
CC49129,37,Gold,VG3
CC23320,32,Gold,VG3
CC58869,28,Gold,VG3
CC36732,47,Gold,VG3
CC58963,25,Gold,VG3
CC27616,33,Gold,VG3
CC79077,25,Gold,VG3
CC71781,41,Gold,VG3
CC68216,50,Gold,VG3
CC96619,27,Gold,VG3
CC77814,48,Gold,VG3
CC41498,32,Gold,VG3
CC36682,34,Gold,VG3
CC23752,29,Gold,VG3
CC38989,28,Gold,VG3
CC54401,49,Gold,VG3
CC53743,41,Gold,VG3
CC93261,27,Gold,VG3
CC27190,41,Gold,VG3
CC26192,33,Gold,VG3
CC83100,26,Gold,VG3
CC62384,25,Gold,VG3
CC64590,30,Gold,VG3
CC12696,34,Gold,VG3
CC79308,26,Gold,VG3
CC74513,50,Gold,VG3
CC85735,46,Gold,VG3
CC16643,42,Gold,VG3
CC40894,26,Gold,VG3
CC70711,25,Gold,VG3
CC27394,49,Gold,VG3
CC28432,31,Gold,VG3
CC60665,24,Gold,VG3
CC81126,38,Gold,VG3
CC20892,27,Gold,VG3
CC43943,23,Gold,VG3
CC88369,48,Gold,VG3
CC71553,46,Gold,VG3
CC38556,49,Gold,VG3
CC94395,49,Gold,VG3
CC63958,47,Gold,VG3
CC42819,23,Gold,VG3
CC63429,22,Gold,VG3
CC28500,23,Gold,VG3
CC26752,36,Gold,VG3
CC46523,31,Gold,VG3
CC89911,24,Gold,VG3
CC43632,50,Gold,VG3
CC90737,47,Gold,VG3
CC61573,21,Gold,VG3
CC14152,38,Gold,VG3
CC97847,29,Gold,VG3
CC22717,27,Gold,VG3
CC19389,47,Gold,VG3
CC52282,36,Gold,VG3
CC87959,47,Gold,VG3
CC52316,49,Gold,VG3
CC15737,24,Gold,VG3
CC15963,20,Gold,VG3
CC13717,23,Gold,VG3
CC82250,43,Gold,VG3
CC52429,25,Gold,VG3
CC36743,31,Gold,VG3
CC31513,44,Gold,VG3
CC23297,21,Gold,VG3
CC63418,27,Gold,VG3
CC87932,21,Gold,VG3
CC43475,31,Gold,VG3
CC68746,28,Gold,VG3
CC68655,24,Gold,VG3
CC31667,41,Gold,VG3
CC42771,40,Gold,VG3
CC89782,27,Gold,VG3
CC63719,35,Gold,VG3
CC21264,49,Gold,VG3
CC88741,50,Gold,VG3
CC83812,34,Gold,VG3
CC70529,47,Gold,VG3
CC54248,46,Gold,VG3
CC46844,21,Gold,VG3
CC53218,38,Gold,VG3
CC45515,36,Gold,VG3
CC63702,42,Gold,VG3
CC20482,27,Gold,VG3
CC29603,30,Gold,VG3
CC99573,33,Gold,VG3
CC61652,41,Gold,VG3
CC63204,29,Gold,VG3
CC36087,20,Gold,VG3
CC43051,41,Gold,VG3
CC21984,24,Gold,VG3
CC17001,32,Gold,VG3
CC71413,20,Gold,VG3
CC42054,50,Gold,VG3
CC22655,39,Gold,VG3
CC40059,32,Gold,VG3
CC54369,41,Gold,VG3
CC65059,42,Gold,VG3
CC26180,42,Gold,VG3
CC19559,32,Gold,VG3
CC24002,39,Gold,VG3
CC12190,29,Gold,VG3
CC73723,42,Gold,VG3
CC60289,50,Gold,VG3
CC66432,30,Gold,VG3
CC22408,22,Platinum,VG2
CC78515,29,Platinum,VG2
CC38756,33,Platinum,VG2
CC36205,41,Platinum,VG2
CC29508,39,Platinum,VG2
CC93653,49,Platinum,VG2
CC41266,45,Platinum,VG2
CC97513,27,Platinum,VG2
CC56979,24,Platinum,VG2
CC54805,29,Platinum,VG2
CC43904,39,Platinum,VG2
CC88723,49,Platinum,VG2
CC22699,31,Platinum,VG2
CC56114,39,Platinum,VG2
CC53874,20,Platinum,VG2
CC91044,28,Platinum,VG2
CC91668,27,Platinum,VG2
CC33693,29,Platinum,VG2
CC95436,50,Platinum,VG2
CC64510,27,Platinum,VG2
CC62645,20,Platinum,VG2
CC29650,50,Platinum,VG2
CC81473,43,Platinum,VG2
CC53999,33,Platinum,VG2
CC51331,50,Platinum,VG2
CC14238,35,Platinum,VG2
CC98977,48,Platinum,VG2
CC54441,49,Platinum,VG2
CC35524,39,Platinum,VG2
CC53934,46,Platinum,VG2
CC48475,49,Platinum,VG2
CC92328,21,Platinum,VG2
CC59455,25,Platinum,VG2
CC47975,24,Platinum,VG2
CC57315,21,Platinum,VG2
CC47347,27,Platinum,VG2
CC23739,46,Platinum,VG2
CC75523,33,Platinum,VG2
CC94128,34,Platinum,VG2
CC70730,29,Platinum,VG2
CC44826,25,Platinum,VG2
CC17228,27,Platinum,VG2
CC77745,48,Platinum,VG2
CC57642,30,Platinum,VG2
CC45342,39,Platinum,VG2
CC11847,50,Platinum,VG2
CC89660,30,Platinum,VG2
CC86371,20,Platinum,VG2
CC55668,30,Platinum,VG2
CC50073,26,Platinum,VG2
CC35891,27,Platinum,VG2
CC84327,47,Platinum,VG2
CC16690,44,Platinum,VG2
CC76766,33,Platinum,VG2
CC24856,43,Platinum,VG2
CC38661,33,Platinum,VG2
CC85587,40,Platinum,VG2
CC89092,40,Platinum,VG2
CC66256,35,Platinum,VG2
CC86100,42,Platinum,VG2
CC63657,36,Platinum,VG2
CC27356,28,Platinum,VG2
CC18424,47,Platinum,VG2
CC40264,28,Platinum,VG2
CC83396,37,Platinum,VG2
CC14508,20,Platinum,VG2
CC28055,31,Platinum,VG2
CC97691,41,Platinum,VG2
CC74129,34,Platinum,VG2
CC28054,49,Platinum,VG2
CC28747,44,Platinum,VG2
CC48096,38,Platinum,VG2
CC58500,42,Platinum,VG2
CC89980,24,Platinum,VG2
CC47304,30,Platinum,VG2
CC52669,30,Platinum,VG2
CC45544,48,Platinum,VG2
CC59481,43,Platinum,VG2
CC27362,35,Platinum,VG2
CC24379,31,Platinum,VG2
CC87520,26,Platinum,VG2
CC63918,20,Platinum,VG2
CC74385,32,Platinum,VG2
CC32340,25,Platinum,VG2
CC26680,49,Platinum,VG2
CC18741,36,Platinum,VG2
CC72459,38,Platinum,VG2
CC87142,36,Platinum,VG2
CC92336,34,Platinum,VG2
CC60575,27,Platinum,VG2
CC36748,27,Platinum,VG2
CC29849,43,Platinum,VG2
CC72438,45,Platinum,VG2
CC74712,42,Platinum,VG2
CC66744,47,Platinum,VG2
CC16446,21,Platinum,VG2
CC62837,43,Platinum,VG2
CC23127,48,Platinum,VG2
CC19745,21,Platinum,VG2
CC97796,46,Platinum,VG2
CC35248,23,Platinum,VG2
CC16616,44,Platinum,VG2
CC84730,49,Platinum,VG2
CC78939,39,Platinum,VG2
CC80192,43,Platinum,VG2
CC13207,35,Platinum,VG2
CC21875,21,Platinum,VG2
CC80438,27,Platinum,VG2
CC26034,42,Platinum,VG2
CC28333,45,Platinum,VG2
CC67048,25,Platinum,VG2
CC62148,49,Platinum,VG2
CC50256,31,Platinum,VG2
CC34904,20,Platinum,VG2
CC92581,33,Platinum,VG2
CC61138,25,Platinum,VG2
CC98567,21,Platinum,VG2
CC68362,35,Platinum,VG2
CC50747,42,Platinum,VG2
CC84943,40,Platinum,VG2
CC24836,42,Platinum,VG2
CC68567,31,Platinum,VG2
CC43321,38,Platinum,VG2
CC37663,37,Platinum,VG2
CC82368,49,Platinum,VG2
CC90480,41,Platinum,VG2
CC52416,49,Platinum,VG2
CC30650,43,Platinum,VG2
CC40811,42,Platinum,VG2
CC62651,31,Platinum,VG2
CC93099,40,Platinum,VG2
CC78480,42,Platinum,VG2
CC38107,25,Platinum,VG2
CC11868,28,Platinum,VG2
CC83868,20,Platinum,VG2
CC44646,36,Platinum,VG2
CC15079,27,Platinum,VG2
CC74996,37,Platinum,VG2
CC12756,44,Platinum,VG2
CC60677,36,Platinum,VG2
CC47609,29,Platinum,VG2
CC36896,29,Platinum,VG2
CC93045,20,Platinum,VG2
CC82949,44,Platinum,VG2
CC43542,32,Platinum,VG2
CC85200,38,Platinum,VG2
CC18166,41,Platinum,VG2
CC90837,47,Platinum,VG2
CC66365,29,Platinum,VG2
CC22815,20,Platinum,VG2
CC41018,32,Platinum,VG2
CC73813,28,Platinum,VG2
CC80359,23,Platinum,VG2
CC42942,39,Platinum,VG2
CC55037,45,Platinum,VG2
CC93299,25,Platinum,VG2
CC17052,20,Platinum,VG2
CC62311,26,Platinum,VG2
CC54227,24,Platinum,VG2
CC29065,22,Platinum,VG2
CC79730,38,Platinum,VG2
CC85400,42,Platinum,VG2
CC81956,48,Platinum,VG2
CC59838,25,Platinum,VG2
CC52744,38,Platinum,VG2
CC78390,47,Platinum,VG2
CC64171,33,Platinum,VG2
CC46267,27,Platinum,VG2
CC72605,29,Platinum,VG2
CC87444,40,Platinum,VG2
CC94605,42,Platinum,VG2
CC55536,22,Platinum,VG2
CC42022,33,Platinum,VG2
CC37176,47,Platinum,VG2
CC33931,34,Platinum,VG2
CC11341,21,Platinum,VG2
CC32126,46,Platinum,VG2
CC17040,24,Platinum,VG2
CC76032,46,Platinum,VG2
CC75406,31,Platinum,VG2
CC97077,37,Platinum,VG2
CC78244,38,Platinum,VG2
CC41432,28,Platinum,VG2
CC49660,28,Platinum,VG2
CC88042,26,Platinum,VG2
CC63524,36,Platinum,VG2
CC49493,42,Platinum,VG2
CC33872,31,Platinum,VG2
CC14547,42,Platinum,VG2
CC69750,45,Platinum,VG2
CC28205,30,Platinum,VG2
CC80185,34,Platinum,VG2
CC42152,23,Platinum,VG2
CC48505,43,Platinum,VG2
CC25139,41,Platinum,VG2
CC75553,37,Platinum,VG2
CC59578,21,Platinum,VG2
CC21696,44,Platinum,VG2
CC31767,50,Platinum,VG2
CC26787,46,Platinum,VG2
CC52293,33,Platinum,VG2
CC52679,24,Platinum,VG2
CC39723,22,Platinum,VG2
CC65602,24,Platinum,VG2
CC29424,45,Platinum,VG2
CC80201,27,Platinum,VG2
CC17315,50,Platinum,VG2
CC85924,37,Platinum,VG2
CC64378,44,Platinum,VG2
CC36805,29,Platinum,VG2
CC17943,47,Platinum,VG2
CC62839,49,Platinum,VG2
CC90822,44,Platinum,VG2
CC43916,34,Platinum,VG2
CC62883,43,Platinum,VG2
CC45361,24,Platinum,VG2
CC14300,50,Platinum,VG2
CC17398,45,Platinum,VG2
CC81835,46,Platinum,VG2
CC74769,27,Platinum,VG2
CC30004,50,Platinum,VG2
CC84723,43,Platinum,VG2
CC26924,36,Platinum,VG2
CC63729,20,Platinum,VG2
CC85599,32,Platinum,VG2
CC65030,20,Platinum,VG2
CC92498,38,Platinum,VG2
CC81487,30,Platinum,VG2
CC14265,20,Platinum,VG2
CC73629,40,Platinum,VG2
CC94725,36,Platinum,VG2
CC88559,38,Platinum,VG2
CC65361,25,Platinum,VG2
CC77710,35,Platinum,VG2
CC11701,47,Platinum,VG2
CC17284,39,Platinum,VG2
CC65435,46,Platinum,VG2
CC22795,43,Platinum,VG2
CC28930,22,Platinum,VG2
CC60915,35,Platinum,VG2
CC62905,43,Platinum,VG2
CC30143,34,Platinum,VG2
CC13488,41,Platinum,VG2
CC42109,39,Platinum,VG2
CC99214,46,Platinum,VG2
CC15148,49,Platinum,VG2
CC86170,45,Platinum,VG2
CC52658,45,Platinum,VG2
CC78536,48,Platinum,VG2
CC33692,23,Platinum,VG2
CC14871,44,Platinum,VG2
CC44575,38,Platinum,VG2
CC96624,44,Platinum,VG2
CC63827,32,Platinum,VG2
CC86615,38,Platinum,VG2
CC77401,20,Platinum,VG2
CC86189,50,Platinum,VG2
CC33409,49,Platinum,VG2
CC86167,23,Platinum,VG2
CC38454,25,Platinum,VG2
CC16917,34,Platinum,VG2
CC41948,28,Platinum,VG2
CC80376,40,Platinum,VG2
CC39573,30,Platinum,VG2
CC60307,28,Platinum,VG2
CC16465,23,Platinum,VG2
CC62849,42,Platinum,VG2
CC28083,46,Platinum,VG2
CC45837,35,Platinum,VG2
CC81751,35,Platinum,VG2
CC29396,34,Platinum,VG2
CC47607,25,Platinum,VG2
CC90683,27,Platinum,VG2
CC80365,28,Platinum,VG2
CC87002,43,Platinum,VG2
CC49915,43,Platinum,VG2
CC62021,50,Platinum,VG2
CC56172,42,Platinum,VG2
CC51692,48,Platinum,VG2
CC14838,37,Platinum,VG2
CC68211,27,Platinum,VG2
CC74650,49,Platinum,VG2
CC29689,38,Platinum,VG2
CC67513,45,Platinum,VG2
CC34442,41,Platinum,VG2
CC12070,24,Platinum,VG2
CC80230,43,Platinum,VG2
CC91465,23,Platinum,VG2
CC67647,28,Platinum,VG2
CC59936,42,Platinum,VG2
CC88505,37,Platinum,VG2
CC57725,37,Platinum,VG2
CC94806,21,Platinum,VG2
